level_0,Unnamed: 0.1,Unnamed: 0,SortOrder,LocID,Notes,ISO3_code,ISO2_code,SDMX_code,LocTypeID,LocTypeName,ParentID,Location,VarID,Variant,Time,TPopulation1Jan,TPopulation1July,TPopulationMale1July,TPopulationFemale1July,PopDensity,PopSexRatio,MedianAgePop,NatChange,NatChangeRT,PopChange,PopGrowthRate,DoublingTime,Births,Births1519,CBR,TFR,NRR,MAC,SRB,Deaths,DeathsMale,DeathsFemale,CDR,LEx,LExMale,LExFemale,LE15,LE15Male,LE15Female,LE65,LE65Male,LE65Female,LE80,LE80Male,LE80Female,InfantDeaths,IMR,LBsurvivingAge1,Under5Deaths,Q5,Q0040,Q0040Male,Q0040Female,Q0060,Q0060Male,Q0060Female,Q1550,Q1550Male,Q1550Female,Q1560,Q1560Male,Q1560Female,NetMigrations,CNMR,BirthsSingle,Population
39.0,517.0,,,,,,,,,,,,,Great Leap,2019,7629585.459504793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106516604.0,7629585459.504793
40.0,518.0,,,,,,,,,,,,,Great Leap,2020,7691893.51328524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105916823.0,7691893513.28524
41.0,519.0,,,,,,,,,,,,,Great Leap,2021,7752500.130069501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105200175.0,7752500130.069501
42.0,520.0,,,,,,,,,,,,,Great Leap,2022,7811208.720455406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104141215.0,7811208720.455406
43.0,521.0,,,,,,,,,,,,,Great Leap,2023,7867962.226372525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102948675.0,7867962226.372525
44.0,522.0,,,,,,,,,,,,,Great Leap,2024,7922768.18574614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101747680.0,7922768185.74614
45.0,523.0,,,,,,,,,,,,,Great Leap,2025,7975491.796285043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100203894.0,7975491796.285043
46.0,524.0,,,,,,,,,,,,,Great Leap,2026,8025893.395854695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98421404.0,8025893395.854694
47.0,525.0,,,,,,,,,,,,,Great Leap,2027,8073924.750068679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96770237.0,8073924750.06868
48.0,526.0,,,,,,,,,,,,,Great Leap,2028,8119643.773217127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95195572.0,8119643773.217127
49.0,527.0,,,,,,,,,,,,,Great Leap,2029,8163022.5862246435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93610459.0,8163022586.224644
50.0,528.0,,,,,,,,,,,,,Great Leap,2030,8204088.728105594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92244727.0,8204088728.105595
51.0,529.0,,,,,,,,,,,,,Great Leap,2031,8242978.387384024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91104065.0,8242978387.384025
52.0,530.0,,,,,,,,,,,,,Great Leap,2032,8279672.436573739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89758884.0,8279672436.573739
53.0,531.0,,,,,,,,,,,,,Great Leap,2033,8313942.534225975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88094743.0,8313942534.225975
54.0,532.0,,,,,,,,,,,,,Great Leap,2034,8345675.535867971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86472321.0,8345675535.867971
55.0,533.0,,,,,,,,,,,,,Great Leap,2035,8374911.775215998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84894349.0,8374911775.215999
56.0,534.0,,,,,,,,,,,,,Great Leap,2036,8401550.465413833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83012108.0,8401550465.413833
57.0,535.0,,,,,,,,,,,,,Great Leap,2037,8425401.806784486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80941218.0,8425401806.784487
58.0,536.0,,,,,,,,,,,,,Great Leap,2038,8446467.903739737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79028462.0,8446467903.7397375
59.0,537.0,,,,,,,,,,,,,Great Leap,2039,8464837.544985043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77178677.0,8464837544.985043
60.0,538.0,,,,,,,,,,,,,Great Leap,2040,8480487.161043981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75245752.0,8480487161.043982
61.0,539.0,,,,,,,,,,,,,Great Leap,2041,8493427.28841665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73464460.0,8493427288.41665
62.0,540.0,,,,,,,,,,,,,Great Leap,2042,8503804.71678376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71948493.0,8503804716.78376
63.0,541.0,,,,,,,,,,,,,Great Leap,2043,8511696.059823299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70384180.0,8511696059.823298
64.0,542.0,,,,,,,,,,,,,Great Leap,2044,8517004.344005376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68593564.0,8517004344.005376
65.0,543.0,,,,,,,,,,,,,Great Leap,2045,8519677.14208807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66832071.0,8519677142.088071
66.0,544.0,,,,,,,,,,,,,Great Leap,2046,8519794.830011345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65191334.0,8519794830.011346
67.0,545.0,,,,,,,,,,,,,Great Leap,2047,8517380.466568954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63431176.0,8517380466.568954
68.0,546.0,,,,,,,,,,,,,Great Leap,2048,8512378.373798054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61566885.0,8512378373.798054
69.0,547.0,,,,,,,,,,,,,Great Leap,2049,8504833.658336014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59861818.0,8504833658.336014
70.0,548.0,,,,,,,,,,,,,Great Leap,2050,8494863.140234305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58302770.0,8494863140.234304
71.0,549.0,,,,,,,,,,,,,Great Leap,2051,8482735.094287612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57193935.0,8482735094.287612
72.0,550.0,,,,,,,,,,,,,Great Leap,2052,8468712.869421605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56132509.0,8468712869.421605
73.0,551.0,,,,,,,,,,,,,Great Leap,2053,8452849.235724851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55182464.0,8452849235.724852
74.0,552.0,,,,,,,,,,,,,Great Leap,2054,8435173.538010431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54190607.0,8435173538.010431
75.0,553.0,,,,,,,,,,,,,Great Leap,2055,8415641.73042894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53058787.0,8415641730.42894
76.0,554.0,,,,,,,,,,,,,Great Leap,2056,8394233.726397868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51941857.0,8394233726.397868
77.0,555.0,,,,,,,,,,,,,Great Leap,2057,8370991.671127685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50906854.0,8370991671.127686
78.0,556.0,,,,,,,,,,,,,Great Leap,2058,8345934.758044991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49829488.0,8345934758.044991
79.0,557.0,,,,,,,,,,,,,Great Leap,2059,8319053.347889983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48722736.0,8319053347.889983
80.0,558.0,,,,,,,,,,,,,Great Leap,2060,8290377.962956413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47728723.0,8290377962.956412
81.0,559.0,,,,,,,,,,,,,Great Leap,2061,8259960.002035649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46834492.0,8259960002.035648
82.0,560.0,,,,,,,,,,,,,Great Leap,2062,8227814.684565816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45910273.0,8227814684.565816
83.0,561.0,,,,,,,,,,,,,Great Leap,2063,8193934.211378846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44940706.0,8193934211.378846
84.0,562.0,,,,,,,,,,,,,Great Leap,2064,8158328.275775025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44000393.0,8158328275.775024
85.0,563.0,,,,,,,,,,,,,Great Leap,2065,8121015.445169025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43072413.0,8121015445.169025
86.0,564.0,,,,,,,,,,,,,Great Leap,2066,8082005.606317793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42099709.0,8082005606.317793
87.0,565.0,,,,,,,,,,,,,Great Leap,2067,8041315.184351719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41126795.0,8041315184.351719
88.0,566.0,,,,,,,,,,,,,Great Leap,2068,7998972.328192261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40213584.0,7998972328.192261
89.0,567.0,,,,,,,,,,,,,Great Leap,2069,7955002.295864026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39333624.0,7955002295.864026
90.0,568.0,,,,,,,,,,,,,Great Leap,2070,7909428.780729572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38460385.0,7909428780.729572
91.0,569.0,,,,,,,,,,,,,Great Leap,2071,7862277.672565763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37621662.0,7862277672.5657625
92.0,570.0,,,,,,,,,,,,,Great Leap,2072,7813570.767934081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36818031.0,7813570767.934081
93.0,571.0,,,,,,,,,,,,,Great Leap,2073,7763334.461785182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35999116.0,7763334461.785182
94.0,572.0,,,,,,,,,,,,,Great Leap,2074,7711612.952118674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35160310.0,7711612952.118674
95.0,573.0,,,,,,,,,,,,,Great Leap,2075,7658451.519486456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34349918.0,7658451519.486456
96.0,574.0,,,,,,,,,,,,,Great Leap,2076,7603882.439885144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33570264.0,7603882439.885144
97.0,575.0,,,,,,,,,,,,,Great Leap,2077,7547949.535636212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32789204.0,7547949535.636211
98.0,576.0,,,,,,,,,,,,,Great Leap,2078,7490712.0837704055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32022329.0,7490712083.770406
99.0,577.0,,,,,,,,,,,,,Great Leap,2079,7432206.976093126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31302141.0,7432206976.093126
100.0,578.0,,,,,,,,,,,,,Great Leap,2080,7372450.471582126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30615338.0,7372450471.582126
101.0,579.0,,,,,,,,,,,,,Great Leap,2081,7311484.258409408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29929722.0,7311484258.409408
102.0,580.0,,,,,,,,,,,,,Great Leap,2082,7249377.838176713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29247882.0,7249377838.176713
103.0,581.0,,,,,,,,,,,,,Great Leap,2083,7186185.290029783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28588653.0,7186185290.029783
104.0,582.0,,,,,,,,,,,,,Great Leap,2084,7121947.318332685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27944472.0,7121947318.332685
105.0,583.0,,,,,,,,,,,,,Great Leap,2085,7056732.557175449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27301640.0,7056732557.175449
106.0,584.0,,,,,,,,,,,,,Great Leap,2086,6990620.158392903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26672529.0,6990620158.392903
107.0,585.0,,,,,,,,,,,,,Great Leap,2087,6923651.66263788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26069519.0,6923651662.63788
108.0,586.0,,,,,,,,,,,,,Great Leap,2088,6855854.076283281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25483834.0,6855854076.28328
109.0,587.0,,,,,,,,,,,,,Great Leap,2089,6787280.322083912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24908176.0,6787280322.083912
110.0,588.0,,,,,,,,,,,,,Great Leap,2090,6717981.837667478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24348387.0,6717981837.667479
111.0,589.0,,,,,,,,,,,,,Great Leap,2091,6647985.366294924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23804198.0,6647985366.294924
112.0,590.0,,,,,,,,,,,,,Great Leap,2092,6577340.8602254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23263971.0,6577340860.2254
113.0,591.0,,,,,,,,,,,,,Great Leap,2093,6506141.892176951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22726408.0,6506141892.176951
114.0,592.0,,,,,,,,,,,,,Great Leap,2094,6434457.3365123095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22201824.0,6434457336.512309
115.0,593.0,,,,,,,,,,,,,Great Leap,2095,6362311.029377628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21690181.0,6362311029.377628
116.0,594.0,,,,,,,,,,,,,Great Leap,2096,6289754.153919075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21183596.0,6289754153.919075
117.0,595.0,,,,,,,,,,,,,Great Leap,2097,6216867.325727042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20684445.0,6216867325.727042
118.0,596.0,,,,,,,,,,,,,Great Leap,2098,6143678.403734916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20199330.0,6143678403.734916
119.0,597.0,,,,,,,,,,,,,Great Leap,2099,6070174.4675675165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19725325.0,6070174467.567516
120.0,598.0,,,,,,,,,,,,,Great Leap,2100,5996396.255954904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19254850.0,5996396255.954904
121.0,599.0,,,,,,,,,,,,,Too Little Too Late,1980,4420000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94600005.0,4420000000.0
122.0,600.0,,,,,,,,,,,,,Too Little Too Late,1981,4486124.145774676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97659448.0,4486124145.774676
123.0,601.0,,,,,,,,,,,,,Too Little Too Late,1982,4555361.669830933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100569082.0,4555361669.830934
124.0,602.0,,,,,,,,,,,,,Too Little Too Late,1983,4627691.896481016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103316901.0,4627691896.481016
125.0,603.0,,,,,,,,,,,,,Too Little Too Late,1984,4702930.437462068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105734738.0,4702930437.462069
126.0,604.0,,,,,,,,,,,,,Too Little Too Late,1985,4780653.642948143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107785411.0,4780653642.948143
127.0,605.0,,,,,,,,,,,,,Too Little Too Late,1986,4860372.141385526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109749619.0,4860372141.385527
128.0,606.0,,,,,,,,,,,,,Too Little Too Late,1987,4941784.657348516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111795990.0,4941784657.348516
129.0,607.0,,,,,,,,,,,,,Too Little Too Late,1988,5024809.286042204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113776968.0,5024809286.042204
130.0,608.0,,,,,,,,,,,,,Too Little Too Late,1989,5109465.6612365255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115595492.0,5109465661.236526
131.0,609.0,,,,,,,,,,,,,Too Little Too Late,1990,5195780.519056702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117283029.0,5195780519.056702
132.0,610.0,,,,,,,,,,,,,Too Little Too Late,1991,5283721.602976506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118725227.0,5283721602.976505
133.0,611.0,,,,,,,,,,,,,Too Little Too Late,1992,5373146.99341567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119782864.0,5373146993.415669
134.0,612.0,,,,,,,,,,,,,Too Little Too Late,1993,5463840.161420634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120548720.0,5463840161.420634
135.0,613.0,,,,,,,,,,,,,Too Little Too Late,1994,5555577.653529688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121110062.0,5555577653.529688
136.0,614.0,,,,,,,,,,,,,Too Little Too Late,1995,5648105.787221329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121397743.0,5648105787.22133
137.0,615.0,,,,,,,,,,,,,Too Little Too Late,1996,5741145.0256099375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121503556.0,5741145025.609938
138.0,616.0,,,,,,,,,,,,,Too Little Too Late,1997,5834502.772760065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121687253.0,5834502772.760065
139.0,617.0,,,,,,,,,,,,,Too Little Too Late,1998,5928073.374532978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121970637.0,5928073374.532978
140.0,618.0,,,,,,,,,,,,,Too Little Too Late,1999,6021683.465355657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122106830.0,6021683465.355657
141.0,619.0,,,,,,,,,,,,,Too Little Too Late,2000,6115035.7213871805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121956100.0,6115035721.38718
142.0,620.0,,,,,,,,,,,,,Too Little Too Late,2001,6207828.136143491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121621732.0,6207828136.143491
143.0,621.0,,,,,,,,,,,,,Too Little Too Late,2002,6299819.344086158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121141340.0,6299819344.086158
144.0,622.0,,,,,,,,,,,,,Too Little Too Late,2003,6390746.010214864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120391376.0,6390746010.214865
145.0,623.0,,,,,,,,,,,,,Too Little Too Late,2004,6480321.377721741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119402045.0,6480321377.721741
146.0,624.0,,,,,,,,,,,,,Too Little Too Late,2005,6568360.088861985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118372538.0,6568360088.861985
147.0,625.0,,,,,,,,,,,,,Too Little Too Late,2006,6654792.328893776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117388456.0,6654792328.893776
148.0,626.0,,,,,,,,,,,,,Too Little Too Late,2007,6739593.338703708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116492590.0,6739593338.703708
149.0,627.0,,,,,,,,,,,,,Too Little Too Late,2008,6822815.971572462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115837257.0,6822815971.572461
150.0,628.0,,,,,,,,,,,,,Too Little Too Late,2009,6904591.721470374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115436331.0,6904591721.470374
151.0,629.0,,,,,,,,,,,,,Too Little Too Late,2010,6984962.639847104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114991082.0,6984962639.847104
152.0,630.0,,,,,,,,,,,,,Too Little Too Late,2011,7063795.148642779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114306748.0,7063795148.642779
153.0,631.0,,,,,,,,,,,,,Too Little Too Late,2012,7140967.744575293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113566316.0,7140967744.575293
154.0,632.0,,,,,,,,,,,,,Too Little Too Late,2013,7216469.0579436645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112833948.0,7216469057.943665
155.0,633.0,,,,,,,,,,,,,Too Little Too Late,2014,7290214.396836529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111854774.0,7290214396.836529
156.0,634.0,,,,,,,,,,,,,Too Little Too Late,2015,7362014.232583893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110624682.0,7362014232.583894
157.0,635.0,,,,,,,,,,,,,Too Little Too Late,2016,7431798.883113637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109447799.0,7431798883.113637
158.0,636.0,,,,,,,,,,,,,Too Little Too Late,2017,7499631.948741842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108385603.0,7499631948.741842
159.0,637.0,,,,,,,,,,,,,Too Little Too Late,2018,7565544.566167616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107358411.0,7565544566.167616
160.0,638.0,,,,,,,,,,,,,Too Little Too Late,2019,7629585.459504793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106516604.0,7629585459.504793
161.0,639.0,,,,,,,,,,,,,Too Little Too Late,2020,7691893.51328524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105916823.0,7691893513.28524
162.0,640.0,,,,,,,,,,,,,Too Little Too Late,2021,7752500.130069501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105200175.0,7752500130.069501
163.0,641.0,,,,,,,,,,,,,Too Little Too Late,2022,7811208.720455406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104141215.0,7811208720.455406
164.0,642.0,,,,,,,,,,,,,Too Little Too Late,2023,7868383.890528827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103803753.0,7868383890.528827
165.0,643.0,,,,,,,,,,,,,Too Little Too Late,2024,7924460.289518841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103472819.0,7924460289.518841
166.0,644.0,,,,,,,,,,,,,Too Little Too Late,2025,7979307.396827459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102823140.0,7979307396.827459
167.0,645.0,,,,,,,,,,,,,Too Little Too Late,2026,8032656.137815956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101869717.0,8032656137.815956
